X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,Y
-2.630027072885298e-07,-7.662762034069568e-07,-1.1971911463096993e-07,-4.918770034874296e-07,4.19081012564048e-07,4.895502445723427e-08,0.12984487539765946,0.12973246391204035,0.11604719303823854,0.11739660041173094,0.13103529874306993,0.17381065647483074,0.0025825193828881566,0.0005450399310035492,0.002469424471316629,0.0007517787029978418,0.0021105729685591914,0.00031081316322408015,1.807765516697393,1.775530444378802,1.710812066190631,1.8712767838576403,1.8419638489899655,1.7934720385544567,0.15052670017894382,0.24850245902830276,0.27609888250414083,0.31700118157596086,0.3262222164400786,0.3450676305311846,0.06591403105050203,0.20953567859788558,0.33931008206116275,0.1476368297362035,0.3619267577181673,0.42103776151382755,-38.3071116096766,-39.94906973798003,-43.38726930482483,-41.126932108381595,-46.17289341103393,-44.421443060234445,-1.4135540174125574,-1.4096901371301702,-1.4119608863271413,-1.4086920002168997,-1.4056108658756137,-1.4135486377143562,8
-3.785453991953894e-05,3.62367575391542e-05,4.849209461622381e-05,2.004826426914454e-05,-2.0976524563626447e-05,-1.3600032419034237e-05,-0.0008948510331977485,-0.017500415368750293,-0.00021536788130254873,-0.0053956307201755,-0.0161944154166787,0.024675541083486307,0.0026026148643143506,0.004937895721085322,0.004384507919350621,0.0015422183964805582,0.00275738524595386,1.5550626440041792e-06,0.8418849870396493,0.8843647854028593,0.8523914558662964,0.9360781426835677,0.8586629427073673,0.9550663905816849,-0.00912753876037895,0.07824900968270562,0.04078588843708747,0.1067244833995519,-0.09271765960285235,0.09136231849466406,-0.18545886532292635,0.005112676211368587,-0.05379219323030147,-0.1396541383995037,-0.08855221249933405,-0.06326557262793338,5.249396605317571,4.830816693892279,5.60203311626306,4.441548147624573,4.892006431223299,5.131440767072902,-1.4890895188883462,-1.485755763590812,-1.4857316849646731,-1.4888125800409893,-1.487848734916972,-1.4884406654207727,9
-1.5763977127094272e-05,6.717108651021763e-06,3.5636246499336315e-06,-7.756436481886213e-06,3.6430890901674143e-06,-1.4079602101039012e-05,0.005700053152166137,-0.021638000584408797,-0.03128776251628978,-0.038941174810515185,-0.048662192627274156,-0.058342607350842235,0.00044645561482532017,0.002228133845767718,0.004021096261375608,0.0004937016926647747,0.001378017991101495,0.0018653085433851253,0.41248315259655527,0.38115032470885535,0.4267535787412935,0.4228549396827394,0.41147323150398313,0.5329720129027091,0.0023705513565544234,-0.2060566010649898,-0.03412635520785308,-0.08540187429684892,-0.2141530570826467,-0.22216328800766416,-0.0346797082720431,-0.010245246512143508,-0.18462571993245264,0.017016705319464434,-0.051508560318471674,0.03958591569425192,20.070278756844562,17.698969860734316,21.10763948719398,15.864179428771113,22.54155955940632,16.3303072070768,-1.5202400136583885,-1.522835941493064,-1.5218839549393988,-1.5053822316874301,-1.5223136034370555,-1.5157444581385353,7
-0.0001432741054258521,-0.0001198588227683282,0.0001175099703890044,-1.4237240256742404e-05,5.776382665306282e-06,-9.666092036750413e-05,-0.005438200228731524,-0.005762096620732584,-0.0023787621361261325,-0.0162503242929428,0.011340336663103395,0.0002350915511843302,0.004460560703188833,0.0029333210152204087,0.0014070207782693306,0.0040921849545478475,0.003964409967682405,0.003989767163499849,0.9157990465808633,0.9530560338771303,0.9399766080533698,0.9363684806626544,0.9682640561493122,0.9014329728692332,0.006576889935774763,0.08272035182206336,-0.017045382506003036,0.048960767214716795,-0.05521073070142413,-0.2271496705285396,0.06058739802154953,-0.15406803372564604,-0.06911161274024591,0.08280117380087736,0.0839762597914756,0.11832718876880069,2.9248545042941534,5.877417108556435,5.171451326717902,6.759975356005671,7.382358899989777,3.8311334222996143,-1.4899205867940644,-1.4858368392525672,-1.4916899917258173,-1.4812715264019318,-1.4920073477306057,-1.4915010086832845,9
1.1590740649558978e-05,-3.36254738681072e-06,4.254899332402303e-06,1.1972469236452279e-05,-1.371673697230466e-05,-7.094410024275466e-06,0.026248866953615835,0.01981120422538243,0.05255417548587851,0.018861962780251693,0.022777891866670733,0.0326570574108387,0.001976296577155789,0.0009088943360868096,0.0007840635265840284,0.00413651074868623,0.00020957608358128767,0.002095914379510607,0.8242764845409617,0.916079660566962,0.9877466535823621,0.9009200815391719,0.9112632058623775,0.934636137755843,-0.06693304965466992,0.23025146581296058,0.08023287964228021,0.2231856899089109,-0.013303299552398937,0.24180619225578248,0.13751554940347832,0.11530400858523585,0.08340244543531479,0.035147138192555064,0.18005316584738726,0.0740359869848047,7.049395444619272,8.324220307439496,9.721231371710878,10.464998474748333,9.915117266650157,11.828456184690495,-1.509755509320193,-1.4992820603174741,-1.5090898961269357,-1.4962014385225793,-1.50047229357221,-1.4979019501398794,1
1.8209824581586203e-05,-0.00010359619286066395,4.359476297154724e-05,-7.619412381350838e-05,-1.4170872170182426e-05,8.778260312391258e-05,0.09423366762018553,0.07960345869469507,0.04817364141127907,0.13387059026109155,0.11142546146491646,0.09300814684798937,0.0005344168754351569,0.00410555263870758,0.0021775251372662965,0.0003617425494874277,0.003930913345991066,0.0018847498584313605,1.4131251445425916,1.3607918070820082,1.376462245043761,1.4560594071284951,1.4800048923410238,1.4764165781743122,0.23570320650539775,0.1347375131197363,-0.1641513825329121,0.18971600238082217,0.15981712411558996,0.1739982096321354,0.16538973470332063,0.02737378380508429,0.21574085568511858,0.22322163140318502,0.2282338782059659,0.2546577003573387,36.66114202353447,33.872419118268,34.80519866823075,35.25059338494679,35.2961734850432,37.745098553922254,-1.3067816562348875,-1.2996132828021503,-1.2989676551005767,-1.3096017520869305,-1.329183277742297,-1.3038158376693638,2
2.1264418275263847e-06,-1.2019834358743646e-07,-2.588136704929215e-07,-7.405653664407366e-08,-9.217408005330353e-08,-7.736509118677243e-07,-0.0026373309498334448,0.015514702898989492,0.021603907893570997,0.03689479430733041,0.005229158026398754,0.006120789644495176,0.003794811448093187,0.0016129322307481687,0.0012202026692112167,0.0036893917640299437,0.00368034346011491,0.0013820082816811457,0.5191598075604203,0.5379194356505572,0.45586157608305433,0.4061137568044897,0.4562517491659915,0.5343883365005614,0.23110579786348912,-0.022946398952760825,0.24758558818768658,0.10298197674916881,-0.11930323017088261,0.04140338378110317,0.1063974278411861,-0.22254828985526867,0.0844451157913382,0.13727211798231126,0.05988681241311433,0.01382787893185767,2.305457594123417,2.2397623813467,1.177022720762002,1.7265356891069117,2.0313316986413206,2.62768113950396,-1.5027840737882854,-1.5043456462124896,-1.4962011457043707,-1.4981469301402608,-1.5026961476839478,-1.497468607642562,5
0.0001037806941527105,-4.8839391126070214e-06,-8.83055121608359e-05,0.0001124176785112353,0.00016338702782782048,-0.00010206019727813199,0.48243698741145646,0.5525988257249581,0.612148359373165,0.47630175240599304,0.5647560229021339,0.5116222479861162,0.004504055604726485,0.004846851455092331,0.0010831610051275776,0.003744489783039379,0.004631852243527649,0.00045684655424718,0.04859015001370897,0.0020892594591145897,-0.036857026184052136,0.013184497771344424,-0.08689866572441764,-0.017954728605246995,1.1337401070324662,0.9228245220968105,0.842886314689459,0.8660632680186834,1.232712855550037,1.092324098723727,1.0467534605992814,1.194515473566683,1.059555031753089,1.1268461899866733,1.1025755350923263,1.0529000579247023,-83.4557341095822,-80.94037858754425,-85.97075973933919,-87.41791675906173,-86.79819014199713,-97.06404079712509,-1.9785847022674554,-1.9860455564449429,-1.9768514063794054,-1.9804521205033765,-1.9794743945173479,-1.976498354146969,6
3.346844431590823e-05,9.852731810259228e-05,0.00021325951139619456,-7.98362305452232e-05,9.467065595253872e-05,6.835931668103593e-05,0.020272119670337263,0.007482061083117299,0.006438160363227153,0.008948590439530989,0.009649511734028681,0.015001876328698795,0.0016216138813235682,0.00066553762458199,0.0006308650822468515,0.004332875962950952,0.0021622092309981885,0.0027992592843155938,0.8957635377900938,0.9074779993192084,0.8911544060131085,0.979047401657016,0.923796889100079,0.8806342947677381,-0.06264093109972152,0.028982557849308758,0.11739540372027664,0.014640811136757829,-0.012642033425783255,-0.06872836888446955,0.03820388380893003,0.03265705223709229,-0.07162185660961863,0.10344161759931218,0.17140433092537796,0.005699796786537715,5.8852254949686325,4.091208358589389,6.439916644851541,6.091822126582515,5.084216788664286,4.5520470383362,-1.4807621487818916,-1.488086148819635,-1.4945883564794036,-1.4857222785379234,-1.4888517134359611,-1.4897055383483646,9
8.978052814453255e-07,-6.046197205172072e-07,-5.377765558045477e-07,2.3432127147405314e-08,8.734248199473259e-07,-1.3687545355960294e-06,0.015558900940909202,0.004895312168584785,0.006431241600766647,0.03201733319642724,0.00783883852993322,0.01830163125339438,0.0011753670528204263,0.0033070149626335046,0.0028664759373507424,0.0016762395046561256,0.001718322806619886,0.0019910515431705088,0.5513081107422099,0.4490286633112204,0.4613741262157803,0.5987186577544648,0.41701323193092144,0.4371856979296537,-0.025969814247392056,-0.004025683983442208,-0.06937452821176533,-0.09586550973229165,0.1709994324431931,0.04629861241047156,0.0785168744209188,0.006277482344146403,0.04894549488591364,0.11329016611095906,-0.07962990145453348,0.046483599651798185,3.2830476025838777,4.237897014682293,4.691377352276982,2.5785922716044816,3.780968818398026,-0.5039389250429904,-1.4922385854531164,-1.503629418308604,-1.5012054872449394,-1.4977944775781649,-1.5007672118365776,-1.4990177331021592,5
