X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,Y
0.4967141530112327,-0.828995011,0.7569886166453519,-0.751158903,-0.543816408,0.3764095260975166,-0.902051554,-0.869663081,1.1254347844147694,-1.189411893,1.6426729532559634,-0.900620735,0.638391926,4.566976118739535
-0.138264301,-0.56018104,-0.922165324,-0.615299612,-0.569280162,-0.328618476,0.6031874310823431,-0.544114002,-0.162792906,0.040919175,-1.002187456,0.7408243454201259,-0.513213566,-3.560126413
0.6476885381006925,0.7472936051232618,0.8696059201056602,0.6654737167810311,0.6410325900866924,-0.228599915,-0.994349375,-2.562333659,-0.191027763,2.412615421612916,0.7846042878980238,-0.01926038,-0.262890829,-0.431403064
1.5230298564080254,0.6103702654334648,1.355637858804951,0.6100328196923697,0.38331310654154077,0.022465893,0.547119115,-1.180812815,1.114321694668872,0.7153813154412441,0.7181857257079345,0.4384757388097273,0.019616657693989903,9.321312027625229
-0.234153375,-0.020901594,0.41343490322370086,-0.037920056,-0.291372545,0.6728612359668199,0.591814134,-0.354040711,-0.573601773,0.1018562952619867,1.5490201514951873,-1.239107076,-1.467525266,-0.709327681
-0.234136957,0.117327383,1.876795812558066,0.072004578,-0.120293008,0.16476084123651674,0.050887702,0.1733416643704082,0.24395319790850026,-0.223202255,1.4898634386020821,-1.600903978,-0.828497025,2.9897354856541023
1.5792128155073915,1.277664895788425,-0.773789199,1.3473036405340963,1.3177338934401475,-0.10325476,-1.643188811,-0.175854404,1.6614701657280182,0.020886488295961788,0.23070090571868349,-1.260164765,-0.616361408,3.8964363642075623
0.7674347291529088,-0.591571389,-1.244654703,-0.496040868,-0.515262635,-0.37519638,-0.317715097,1.2816437950037687,0.5576910607251245,-1.111457957,0.24650477843200488,0.49822174849678513,1.1401490385212665,3.6538123919942667
-0.469474386,0.5470973811700379,-1.778720249,0.5559380697992227,0.30991877586521793,1.5805406865683735,-1.015094192,-0.810857511,-1.257577859,-0.234019859,0.4663583744463345,0.9873345165891019,-0.075951024,-6.230578219
0.5425600435859647,-0.202192652,1.496044311489183,-0.054439644,-0.067936905,-0.319847523,0.15175799224874037,-0.835142902,2.0895387216947734,-1.607661027,0.18474057889572446,2.0236062192296393,0.006799845,6.172402225725333
-0.463417693,-0.217681203,0.6543656563540577,-0.331850115,-0.290140361,-0.190039035,-0.357445423,-0.180391682,1.3728484746765302,-2.211861911,1.5334337012963255,-1.423957152,-0.266652329,-2.729300318
-0.465729754,1.098776852,-0.055584671,1.0794109060592183,1.1207958037850225,-0.42924442,0.5885532697707198,-1.598124352,0.46217266608194285,2.0243096232868525,-1.363174005,0.18970616761039566,-0.661982178,-3.620520304
0.24196227156603412,0.8254163489880298,0.2799686263198203,0.7537341169277494,1.0672494432263435,0.42588720619303577,0.019147777,-0.641486909,0.487872285,1.804348109786743,-0.190903792,0.7197579421481819,-1.293272958,-1.884724702
-1.913280245,0.8135096360006385,-1.125489047,0.6268559742933325,0.9480355333804683,-0.956436377,0.47240627788037737,1.484116028535965,0.355613349,-0.313058031,-0.000708595,-1.250407734,0.6045153263553668,-16.12910082
-1.724917833,1.305478807154329,2.4457519796168263,1.297210738570059,1.2651992099684541,0.8823330623234091,-0.452090333,-0.470042148,0.2658782296520485,-0.436719736,-0.066132615,2.0997217891665154,-0.247025701,-8.005357376
-0.562287529,0.021003842,0.1292211819752275,0.008829091,-0.112674992,-0.358340152,-0.647541806,0.7441919714999368,-0.181224173,-0.649373038,1.321304032273012,1.4196030045136372,-0.600423566,-4.441628646
-1.01283112,0.6819529712949639,0.10939479460489289,0.833297946,0.3591806610955682,-1.866539951,1.0075136898369221,-0.684629826,0.7906255991627686,-1.970103818,0.8925973382993092,-1.211171929,0.7307641190665245,-7.72608569
0.3142473325952739,-0.310266757,0.725766624,-0.247185588,-0.418139754,0.014273067836434106,-0.953939419,-0.407036313,0.6863184569567008,0.10589445311523424,0.5844129804724842,1.9764405845154855,-1.564241612,4.641678023681055
-0.908024076,0.3241663524884421,0.4810092317367132,0.2217476700555216,0.29249681666428795,1.617212574968624,0.10435593752321293,-0.898784048,-1.330313626,-0.189120391,0.9216501119244593,-0.12754912,1.5111549302473475,-3.853917493
-1.412303701,-0.130143054,0.22388402427913137,0.055266202265734254,-0.278219983,-1.45117569,-0.012088948,-1.252393444,0.3636318826249679,0.8868873900973003,-0.420761794,-2.604213857,0.19894814679649453,-8.018981428
1.465648768921554,0.096995965,-0.790474455,0.2190993345452535,0.07730742,0.4367385517335095,0.40429475496169764,1.235782191822154,-1.07105368,0.6802161054504494,1.192507512477975,-1.778587584,0.31965182591897723,4.480896292841502
-0.2257763,0.5951570254369136,0.4714683571359957,0.6533667957837752,0.6066848078807289,-0.504179831,-0.081522673,0.34767648353833636,-0.487228564,-0.675708079,0.034152417,-1.087245939,-1.085825129,0.17725014506905978
0.067528205,-0.818220683,1.8820244964750337,-0.840869093,-0.851949081,0.6793732829565033,-1.148794035,0.6663125009092119,0.4625912928539512,-1.725806729,-0.677564652,1.1941094030473725,-0.981165531,7.549152301557987
-1.424748186,2.0923872756854602,1.3454200461549777,1.9964433520131122,1.9948868885619413,-0.464404262,0.4620608932518965,0.7833905092825955,-0.251538886,-0.597510195,1.4223698616985077,1.7388996637975789,0.9788580507817954,-6.559932587
-0.544382725,-1.006017381,1.593186626639397,-1.043238059,-0.980719181,0.085318143,-0.808265722,-0.830444407,0.5225141052657575,0.4183982208886837,1.4015985929464294,0.6504500925361392,-1.503080302,5.842768122635042
0.11092258970986608,-1.214188613,-0.511215676,-1.105313751,-1.147897515,1.0519476177229186,-0.998060627,-0.383971272,0.2502002062516945,1.9956674897839644,3.109918556005361,0.6067230591361827,-0.183196619,5.463333571170034
-1.150993577,1.1581108735000678,-0.98960482,1.3465695040935288,0.9945510118836409,0.5345056484805503,0.8876554258738361,-0.320667626,1.7952113559123222,0.23007075919140207,0.49774308909139425,0.6659242520544614,0.4215866106144557,-13.98424725
0.37569801834567196,0.7916626939629359,-0.12578692,0.9459870467901548,1.0033025509248763,0.8389405004696122,-0.617253187,-0.558301754,-1.100154233,0.4395012306202264,0.7789365035121141,0.4577728661518858,1.6744924333475373,0.7796488729071007
-0.60063869,0.6241198170521551,0.055724912288694604,0.5752348748735278,0.6093315972095159,-0.005596019,0.6687416555925126,-1.091700876,-0.387099702,0.6955377575657775,0.849102111,-0.293966948,-0.071599252,-4.87031668
-0.29169375,0.6283455092642799,1.0941915184709485,0.5163837659353787,0.631172953,-1.517873747,-0.357029201,0.8903831635197862,0.5752050161065663,0.5006657213812097,0.049773687,0.007063159,-0.660321139,-2.257085847
-0.601706612,-0.012246773,-1.69246463,0.001841852,0.093985391,0.6988284202025348,0.4209729443893898,0.49201884799279927,-0.526034843,-2.15334292,1.0971527117536957,-0.478837456,-0.862775764,-6.020691321
1.8522781845089378,-0.897254371,1.5295503194606137,-1.074098308,-0.862271952,0.6934789119139937,-0.39201264,1.0599363840466218,0.6170059495766975,0.6835693232004776,-1.365955711,1.2119439853864005,0.26125053123385605,16.902677745146377
-0.013497225,0.075804558,-0.158007899,0.10812132961220448,0.2187750532807131,-0.369277139,0.14338846734225108,-1.776235233,0.40865281148067084,-1.029371508,-1.352670286,-1.522359186,1.1126883749899252,0.39074758657959574
