feature_1,feature_2,label
2.7369284706352377,1.3804054397433618,B
2.2390113111328556,0.16723223124328856,B
1.6616719978951995,-0.427913181,B
-1.458047156,3.325565443450639,A
2.3217407917468944,-0.058554278,B
1.1870755251392981,1.0024617646771647,B
2.9288904275995336,-0.306405507,D
2.830412890767562,-1.126922552,D
-2.617771879,-1.499480648,A
1.3870876741167595,-1.10705304,B
1.0083518673545604,1.5784753726435192,B
0.12487285190471886,1.733450904833473,A
1.7066110688846097,-0.092618252,B
0.22360615307693993,-1.282142405,C
-1.113232751,1.6352803896636914,A
-1.749385632,-0.312080154,A
-0.565538749,0.3237992216930249,A
-0.140965955,1.2175440235883803,A
-1.152655977,0.063518711,A
-1.686924995,-1.233780648,C
-2.444508724,0.15460293028216876,A
-2.220069595,1.706752741048235,A
-0.130270572,2.5162191793327677,A
-1.302548772,3.7320421101636185,A
-1.231884898,-1.58890593,C
1.3240560062839986,2.2034982798176603,A
3.085883767769584,-1.216857545,D
2.061772408414167,1.9218143292391554,B
-0.438224053,1.4969354661247425,A
-0.675883648,1.7258653203893624,A
-1.283428649,0.28014519718321074,A
3.950031442995176,0.6209292233623889,B
1.0971817435250595,2.8321068624816204,B
3.853946698,1.428014750007983,B
2.3424143138568287,2.9092640892273134,B
0.8508550780299835,0.9643368892675479,B
3.164618717452524,0.5470381267432709,B
-0.162694064,0.8286224429669438,B
-2.993036402,-0.016444493,A
-0.296594041,1.2466531666226484,A
-2.201807161,1.1449407677269683,A
1.568013365299475,-0.079465135,B
0.1648887815948068,-1.352726957,C
-1.555853203,-0.585065175,C
-1.196822229,-0.80415407,A
0.7027523370926382,0.8422861795628267,B
2.4418668912347914,2.3538359426616187,B
0.1787081530799563,-1.916487826,C
0.6837450345147129,1.3421289513196495,B
0.6748678650176375,1.527324684970146,B
-0.776300174,2.1321726970387087,A
-2.297061476,-1.304286555,A
-4.021079782,-0.165520991,A
-0.24139246,-1.803847537,C
1.8948867908978564,4.367274899594905,A
0.8835878964101628,-0.024083233,B
-0.854502791,-1.481243907,C
1.7220623752959399,-0.66920843,B
-1.285611997,1.6404345339345507,A
-2.014679066,1.3330908667750492,A
1.225501850058656,1.7141394792305127,A
-0.412371068,-1.915953649,C
0.455133647,0.8731262132712577,B
-0.766481151,-0.049376659,A
0.025923008618272014,-0.001943218,B
-2.848003947,0.14193124983432814,A
-1.1904828,2.561342961548533,A
-0.026749657,2.6022524645881178,A
-0.920002098,-2.803078158,C
0.2945724401716272,1.4900437626511287,A
1.4692407833218948,0.9929181057974599,B
1.8808189419780053,0.062449894,B
-2.535611841,-1.911265384,C
-1.434945707,0.3358610299290288,A
-2.716842678,3.2133108587623935,A
1.7211277780884318,-0.206976397,B
-0.620077255,2.447364370084448,A
0.5845770324112665,-1.567386547,C
1.0058656625569002,1.2404827423949842,A
-1.121948877,0.5073684117640938,A
-1.828530839,0.5128829076355029,A
-0.329780673,2.0723553717981815,A
3.302370835024785,1.8985346394213318,B
-3.716326486,-1.549407527,A
-2.167764589,0.9165604591085748,A
-0.328864199,2.7828979806609806,A
-0.095529713,-1.589394361,C
-3.098290077,1.5717625040258627,A
0.5159213171348991,-0.474652233,A
1.1546075263734445,2.229315578669449,A
0.6650760208996066,0.5052871849752714,B
-1.780160316,-1.916672966,C
0.9108591303443563,0.38031394022319087,B
-0.46577939,3.9873063348434874,A
-1.426266735,2.251914280176022,A
-0.741440862,-3.582377778,C
-0.632625279,-1.818973608,C
0.34489494417918104,-1.649789859,C
-1.070796199,0.8101752752487681,A
0.38512117832935866,0.2865728234179634,B
1.8416474072655664,-0.885175155,B
-1.326640905,-3.542450726,C
-1.740791631,-2.768379274,C
0.37116819357137915,-1.655046247,C
-0.660700282,0.4574738948051167,A
-2.496717266,0.5294674398558701,A
-1.554232475,-0.111860471,A
-0.834736604,-3.201964109,C
-1.619441844,-1.278695509,A
1.8422492239271295,0.22884005679072073,B
0.6718295735549331,-1.632248627,C
1.6721035274815226,3.079496149,A
-2.792631208,0.10903662906770917,A
0.25292082424229134,0.7166124161929747,A
2.6043115751478223,1.6097549737934282,B
-0.909001108,0.5592153707485845,A
-1.566395066,0.7841789742572836,A
-3.383298796,-0.169117964,A
2.647784099,-0.058063316,B
-0.02020573,2.617834868433713,A
0.7797542444451668,1.0086763324459018,B
0.5243618063570249,2.2762288847067214,B
-2.593804584,-1.545125235,A
-1.746265504,-3.010018026,C
0.23084849845280053,2.2232401873581487,B
0.9632709223919697,0.3793180062921234,B
-1.158410543,0.1996755750438275,A
2.180174271258619,1.8475214919510292,B
-0.290949068,-0.591242532,C
1.6410123745131084,0.5676842709506369,B
1.414271283441604,-1.929608644,D
0.080958539,-1.017720697,C
0.8539001799129758,0.9662779086032945,B
1.5757250084479462,0.49094693084102015,B
0.7037577598352811,0.6225882929973996,D
2.6335684747630554,1.098888666782793,B
-2.914134923,-0.632668715,A
